player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Steven Gilmore,83286,CB,MARSHALL,12,2,13.8,0,0,214,71.2,72.5,85.6,57.8,74.1,77.4,25.0,2,4,220,224,0.5,1,4
Vincent Flythe,83288,CB,MARYLAND,3,0,,1,0,215,61.6,62.6,77.0,,64.6,58.9,,0,1,31,31,0.0,0,0
Myles Sims,83292,CB,GA TECH,10,1,8.6,0,0,176,53.8,57.4,82.3,64.5,69.8,87.4,0.0,0,1,109,111,0.9,1,5
Gemon Green,83293,CB,MICHIGAN,1,0,15.0,0,0,222,39.4,43.0,71.7,,63.3,79.2,0.0,0,0,6,6,0.0,0,1
Sammy Faustin,83295,S,MICHIGAN,1,0,,0,0,222,65.0,56.0,70.5,,50.9,28.9,100.0,1,0,6,6,0.0,0,0
Vincent Gray,83297,CB,MICHIGAN,13,0,5.0,1,0,222,60.8,60.4,85.3,56.6,56.5,55.7,50.0,3,2,233,239,0.9,2,3
Terell Smith,83302,CB,MINNESOTA,8,0,13.5,0,0,225,53.5,54.8,80.3,,63.9,43.5,0.0,0,1,45,46,2.2,1,2
Benny Sapp III,83304,S,MINNESOTA,1,0,,0,0,225,63.2,63.4,72.7,,60.0,,,0,0,2,2,0.0,0,0
Jordan Howden,83305,S,MINNESOTA,13,5,8.5,0,0,225,63.0,66.1,89.0,56.2,71.7,71.3,15.0,6,1,329,334,2.4,8,29
Josh Aune,83307,LB,MINNESOTA,2,0,,0,0,225,62.8,51.8,72.7,55.1,44.7,,,0,0,4,4,0.0,0,0
Keidron Smith,83310,CB,OLE MISS,12,2,8.6,0,1,226,64.3,68.7,85.0,64.9,85.1,59.6,5.3,1,2,250,254,2.4,6,16
Jakorey Hawkins,83311,CB,OLE MISS,6,0,,0,0,226,66.5,62.9,80.0,60.0,47.7,,,0,0,17,17,0.0,0,0
Jarvis Ware,83314,CB,MISSOURI,11,7,9.8,1,0,229,59.6,62.3,0.0,47.7,86.0,76.7,7.1,1,6,224,227,1.3,3,6
Braxton Clark,83319,CB,NEBRASKA,6,0,11.7,0,0,238,74.6,76.2,79.3,58.3,77.5,70.4,0.0,0,0,59,60,1.7,1,3
Cam Jones,83321,S,SMU,4,0,6.7,0,0,287,58.3,60.4,74.1,,63.3,49.5,0.0,0,0,14,14,7.1,1,3
Isaiah Stalbird,83325,CB,NEBRASKA,2,0,,0,0,238,86.5,84.1,73.2,,61.4,73.4,,0,0,10,10,0.0,0,0
Cam Taylor-Britt,83326,S,NEBRASKA,11,6,9.8,0,0,238,51.0,51.8,88.6,73.6,48.8,29.2,24.1,7,1,263,264,2.3,6,16
Deontai Williams,83327,S,NEBRASKA,1,0,7.0,0,0,238,72.4,58.6,0.0,,54.4,47.1,33.3,1,1,9,9,11.1,1,2
Jordan Lee,83328,CB,NEVADA,10,4,5.7,0,0,239,60.7,66.0,89.2,59.3,76.5,70.1,8.3,2,0,181,182,4.4,8,18
Jaden Dedman,83329,CB,NEVADA,5,2,1.0,0,0,239,54.6,63.1,72.8,,73.6,78.4,0.0,0,0,20,20,5.0,1,1
Emany Johnson,83331,CB,NEVADA,8,2,4.4,0,0,239,58.1,61.8,89.1,60.8,71.9,73.5,8.3,1,0,116,116,5.2,6,9
JoJo Claiborne,83333,S,NEVADA,8,0,7.3,0,0,239,56.5,49.6,0.0,,48.2,50.9,33.3,2,1,49,49,0.0,0,4
De'John Rogers,83334,CB,NEW MEXICO,12,1,9.6,2,0,241,58.5,59.2,23.6,57.5,68.3,82.1,0.0,0,9,325,330,0.6,2,7
Keelan Crosby,83337,S,N TEXAS,4,1,6.0,0,0,251,63.6,61.2,79.8,63.7,54.4,29.8,40.0,2,0,36,36,2.8,1,2
AJ Hampton,83339,CB,NWESTERN,11,0,8.0,2,0,256,58.1,57.7,81.8,,54.3,45.5,50.0,1,3,100,101,0.0,0,1
Greg Newsome II,83341,CB,NWESTERN,8,1,15.8,1,0,256,59.4,62.9,84.0,59.7,77.0,68.5,14.3,1,6,229,231,0.9,2,5
Houston Griffith,83342,S,NOTRE DAME,7,2,8.0,0,0,258,68.1,65.3,78.3,,59.5,83.6,0.0,0,0,73,73,1.4,1,5
TaRiq Bracy,83344,CB,NOTRE DAME,13,3,8.5,0,0,258,73.9,76.3,84.2,,81.6,90.8,0.0,0,0,197,197,1.0,2,8
DJ Brown,83345,S,NOTRE DAME,6,1,5.5,0,0,258,60.6,48.4,78.4,,37.5,25.1,62.5,5,0,55,55,1.8,1,2
Paul Moala,83346,LB,NOTRE DAME,8,4,4.0,0,1,258,60.3,72.8,80.4,73.5,74.6,84.5,0.0,0,0,75,75,6.7,5,6
Kitan Oladapo,83349,LB,OREGON ST,1,0,,0,0,265,60.0,61.7,63.0,,60.0,,,0,0,1,1,0.0,0,0
Jordan Rucker,83350,CB,PURDUE,2,0,,0,0,273,62.6,64.3,73.8,,63.2,,,0,0,18,19,0.0,0,0
Kadin Smith,83351,S,PURDUE,2,0,,0,0,273,64.1,64.2,68.9,,60.0,76.2,,0,0,4,4,0.0,0,0
Cory Trice Jr.,83353,CB,PURDUE,9,4,18.1,0,0,273,66.6,69.9,35.4,58.7,82.9,91.0,0.0,0,2,265,269,1.1,3,15
Kessawn Abraham,83359,CB,RUTGERS,2,0,,0,0,278,65.8,59.7,75.1,,46.0,,,0,0,15,15,0.0,0,0
Christian Izien,83360,S,RUTGERS,12,9,12.3,0,0,278,60.4,56.0,0.0,60.0,53.8,58.9,25.9,15,2,301,303,3.0,9,34
Jarrett Paul,83363,CB,RUTGERS,9,3,6.8,0,0,278,31.2,41.4,84.9,59.4,68.7,56.7,6.3,1,0,192,195,3.1,6,12
Avery Young,83364,CB,RUTGERS,12,4,4.2,2,0,278,61.5,66.0,14.5,54.5,86.1,80.0,4.3,1,8,364,366,3.3,12,18
Jaycee Horn,83375,CB,S CAROLINA,12,2,5.4,1,1,289,63.8,69.0,86.8,95.7,66.1,39.7,33.3,7,4,370,376,1.6,6,12
R.J. Roderick,83376,S,S CAROLINA,12,7,4.5,0,0,289,64.5,65.9,55.0,70.2,67.5,61.8,22.2,8,1,312,318,3.8,12,21
Israel Mukuamu,83377,CB,S CAROLINA,12,0,11.0,0,0,289,72.1,73.1,25.4,60.0,78.3,89.4,0.0,0,8,384,390,0.8,3,16
Dawson Hoffman,83380,S,S CAROLINA,1,0,,0,0,289,61.1,61.6,69.6,,60.0,,,0,0,3,3,0.0,0,0
Ty Williams,83382,CB,SO MISS,13,5,4.5,1,0,296,68.2,68.0,88.2,74.6,55.6,45.5,22.2,6,3,333,339,2.7,9,16
Malik Shorts,83383,S,SO MISS,6,2,9.4,0,0,296,60.3,55.5,0.0,59.2,50.4,46.3,21.1,4,1,98,100,6.1,6,13
D.Q. Thomas,83384,S,SO MISS,13,10,3.9,0,0,296,78.9,82.2,87.6,81.1,82.9,87.9,6.8,3,1,351,358,5.4,19,31
Shannon Showers,83385,S,SO MISS,12,9,5.7,1,1,296,49.6,56.3,36.1,59.2,77.6,69.9,13.5,5,4,235,240,5.1,12,23
Ky'El Hemby,83387,S,SO MISS,13,14,7.1,0,0,296,66.5,68.4,88.2,66.8,68.4,63.1,15.9,10,1,330,337,3.6,12,39
Tre Davis,83388,CB,SO MISS,3,0,,0,0,296,70.1,70.7,71.5,,60.0,,,0,0,4,4,0.0,0,0
Bryce Thompson,83392,CB,TENNESSEE,10,1,5.8,0,0,307,65.7,65.7,85.0,72.5,56.1,55.1,45.5,5,2,227,233,1.8,4,5
Trevon Flowers,83393,S,TENNESSEE,6,3,8.7,0,0,307,73.6,69.8,0.0,54.4,66.7,79.9,10.0,1,1,99,99,1.0,1,6
Kenneth George Jr.,83396,CB,TENNESSEE,12,2,11.0,0,0,307,70.2,66.5,82.5,59.1,49.3,32.9,44.4,4,0,174,177,0.6,1,3
Leon O'Neal Jr.,83397,S,TEXAS A&M,13,6,6.9,1,0,312,45.1,38.7,36.8,60.0,29.8,26.4,31.4,11,1,228,232,2.2,5,18
Jordan Moore,83399,S,HOUSTON,7,3,1.9,0,0,182,64.4,66.8,83.9,74.7,63.7,82.8,9.1,1,0,65,67,6.2,4,7
Alvin Pacheco,83401,S,TEXAS ST,12,5,6.6,0,0,314,59.3,58.0,85.5,58.4,54.7,67.2,17.4,4,0,261,267,3.1,8,14
Jarron Morris,83402,CB,TEXAS ST,12,6,6.7,2,0,314,68.4,66.3,86.1,54.4,56.6,49.5,20.7,6,8,479,486,1.7,8,17
Jaylen Key,83413,S,UAB,2,0,6.0,0,0,321,71.7,72.1,70.0,,62.2,77.8,0.0,0,0,5,5,0.0,0,1
Rayshad Williams,83416,CB,UCLA,10,0,7.5,0,0,324,46.6,50.5,84.2,54.7,75.0,62.0,0.0,0,2,167,170,0.6,1,4
Stephan Blaylock,83417,S,UCLA,12,8,8.1,0,0,324,56.1,61.8,88.5,59.1,70.4,70.7,10.2,5,0,344,351,2.0,7,36
Alex Johnson,83418,S,UCLA,2,0,,0,0,324,45.4,45.9,77.6,59.2,60.0,,,0,0,3,3,0.0,0,0
Kenny Churchwell III,83419,S,UCLA,5,0,6.8,0,0,324,56.3,50.4,0.0,,47.7,63.0,0.0,0,2,26,27,7.7,2,4
Patrick Jolly Jr.,83420,CB,UCLA,2,0,,0,0,324,55.9,50.1,72.6,,48.9,26.2,100.0,1,0,6,6,0.0,0,0
Elisha Guidry,83421,S,UCLA,12,0,8.4,0,0,324,61.3,61.9,87.5,51.4,63.7,66.0,13.3,2,0,222,226,2.7,6,13
Phillip Hill,83424,S,UNLV,1,0,4.0,0,0,325,55.0,58.9,70.4,,64.7,77.8,0.0,0,0,9,9,11.1,1,1
Myles Plummer,83425,CB,UNLV,9,0,8.6,0,0,325,56.1,55.4,83.2,59.0,51.4,64.5,35.7,5,0,184,186,1.6,3,9
Bryce Jackson,83428,S,UNLV,4,3,16.0,0,0,325,72.6,76.4,82.2,80.6,74.6,80.2,12.5,1,0,69,70,1.4,1,4
Vonte Davis,83429,S,UTAH,5,0,1.7,0,0,328,68.9,73.4,74.5,,78.1,69.1,0.0,0,0,14,15,14.3,2,3
R.J. Hubert,83431,S,UTAH,9,2,6.1,0,0,328,60.3,60.5,0.0,53.2,69.1,63.1,10.0,1,1,80,81,1.3,1,7
Tareke Lewis,83432,CB,UTAH,14,0,2.0,0,0,328,76.1,75.9,84.4,,65.6,64.2,50.0,2,0,163,166,1.2,2,2
Malone Mataele,83433,CB,UTAH,3,0,,0,0,328,67.5,67.9,75.4,,61.8,79.3,,0,0,7,8,0.0,0,0
Tyson Wilson,83438,S,UTEP,1,0,,0,0,330,28.2,27.1,68.2,,60.0,,,0,0,2,2,0.0,0,0
Ray Walters,83440,CB,UTEP,1,0,,0,0,330,47.1,47.3,70.9,,60.0,,,0,0,3,3,0.0,0,0
Justin Prince,83441,S,UTEP,4,7,9.3,1,0,330,67.1,65.7,0.0,56.4,65.1,65.9,11.1,2,1,86,88,3.5,3,9
Josh Caldwell,83442,CB,UTEP,11,5,18.3,0,0,330,60.3,63.0,11.0,57.0,78.8,74.5,8.3,2,4,295,300,1.0,3,17
Nathan Logoleo,83443,ED,UTEP,10,7,3.9,0,0,330,63.5,68.4,84.1,58.6,69.6,53.5,15.8,3,0,150,153,4.0,6,9
Brendon Harris,83446,S,VANDERBILT,11,7,8.0,0,0,333,69.2,63.5,84.9,54.6,55.2,33.6,30.2,13,0,202,206,4.0,8,23
Maxwell Worship,83447,S,VANDERBILT,7,3,15.3,1,0,333,42.2,45.3,79.1,46.6,57.4,45.8,23.1,3,3,54,55,0.0,0,7
BJ Anderson,83448,CB,VANDERBILT,12,2,10.3,0,0,333,62.8,64.7,29.0,55.5,75.6,74.6,8.3,1,3,236,239,1.7,4,9
Tre' Douglas III,83449,CB,VANDERBILT,2,0,,0,0,333,72.8,73.3,72.6,,62.8,76.6,,0,0,13,14,0.0,0,0
Dashaun Jerkins,83450,S,VANDERBILT,11,7,9.5,0,0,333,49.2,55.3,86.8,70.1,63.1,63.0,15.6,7,0,310,317,2.3,7,31
Kyler Gordon,83451,CB,WASHINGTON,11,1,3.3,0,0,340,70.7,71.6,21.8,58.3,79.7,65.1,0.0,0,4,96,98,2.1,2,3
Dominique Hampton,83452,CB,WASHINGTON,4,0,,0,0,340,51.6,53.0,78.2,,63.8,77.8,,0,0,28,28,0.0,0,0
Dustin Bush,83455,CB,WASHINGTON,1,0,,0,0,340,64.8,65.2,72.5,,60.0,21.7,,0,0,6,6,0.0,0,0
Pat Nunn,83457,S,WASH STATE,9,2,9.0,0,0,341,68.9,68.9,83.2,56.2,68.2,70.2,16.7,1,0,88,88,1.1,1,3
Beanie Bishop Jr.,83459,CB,W KENTUCKY,10,1,6.0,0,0,346,62.0,64.6,80.2,60.0,73.7,85.6,0.0,0,0,79,79,3.8,3,4
A.J. Brathwaite Jr.,83460,S,W KENTUCKY,4,0,5.0,0,0,346,73.7,73.3,84.7,59.7,66.4,80.2,0.0,0,0,16,16,0.0,0,1
Cardavion Myers,83463,CB,W KENTUCKY,2,0,,0,0,346,65.0,66.2,76.6,,60.0,,,0,0,2,2,0.0,0,0
Alontae Taylor,83469,CB,TENNESSEE,13,1,6.6,0,0,307,61.3,63.3,86.1,73.4,64.5,57.5,22.7,5,1,287,291,2.1,6,16
Michael Matus,83473,ED,ARIZONA ST,6,1,2.0,0,0,110,55.6,54.2,80.6,53.4,67.7,74.5,0.0,0,0,21,21,4.8,1,2
Noel Iwuchukwu,83474,ED,ARK STATE,12,4,1.9,0,0,113,59.6,67.0,82.7,64.3,66.0,82.5,0.0,0,0,77,80,9.1,7,8
Demitri Washington,83476,ED,BOISE ST,13,1,3.3,1,0,120,66.4,71.4,64.4,68.4,74.4,59.4,17.6,3,1,129,131,7.0,9,13
Dylan Herberg,83477,ED,BOISE ST,3,0,,0,0,120,61.6,53.9,76.8,65.3,46.2,73.0,,0,0,13,13,0.0,0,0
Lone Toailoa,83479,DI,CAL,12,2,2.4,0,0,130,64.8,72.6,82.0,62.4,75.2,81.8,0.0,0,0,108,109,7.4,8,12
Aaron Maldonado,83481,DI,CAL,7,0,6.5,0,0,130,60.0,52.1,0.0,65.1,50.0,75.3,0.0,0,2,40,40,2.5,1,2
Rolan Wooden II,83484,ED,COAST CAR,3,0,,0,0,141,,45.7,74.1,54.6,46.4,18.2,100.0,1,0,10,10,0.0,0,0
Jaylen Joyner,83489,DI,FAU,3,0,1.0,0,0,165,,66.7,0.0,71.9,65.7,72.8,0.0,0,1,34,34,5.9,2,2
Tre Moore,83492,ED,GA STATE,9,0,3.8,0,0,175,57.9,60.2,79.4,61.4,60.7,49.4,14.3,1,0,89,93,4.5,4,6
Shawn Lawson,83496,CB,KENTUCKY,1,0,,0,0,202,64.4,65.4,73.5,60.0,60.0,74.8,,0,0,1,1,0.0,0,0
Malcolm Rollins,83497,ED,LA LAFAYET,4,0,4.0,0,0,207,60.2,63.9,76.1,59.1,63.8,73.8,0.0,0,0,19,19,5.3,1,1
Barry Howard Jr.,83498,ED,LA MONROE,2,0,,0,0,209,,54.6,74.4,60.0,54.7,18.4,100.0,1,0,12,12,0.0,0,0
Brandon Nettles,83499,ED,LA MONROE,4,1,2.0,0,0,209,,65.6,77.5,70.4,61.5,45.0,25.0,1,0,25,27,8.0,2,2
Myles Cole,83500,ED,LA MONROE,7,1,1.0,0,0,209,60.5,62.0,79.8,53.2,64.9,77.0,0.0,0,0,41,42,2.4,1,2
Travez Moore,83501,ED,LSU,2,0,4.0,0,0,211,61.8,69.0,81.0,66.0,66.5,45.3,0.0,0,0,13,13,7.7,1,2
Tariqious Tisdale,83504,DI,OLE MISS,11,4,3.3,0,0,226,69.3,75.5,46.2,67.2,73.8,70.2,11.8,2,1,124,126,6.5,8,11
Fabien Lovett,83506,DI,MISS STATE,13,5,1.6,0,0,227,59.5,60.9,70.3,64.2,58.0,40.4,17.4,4,1,249,251,4.4,11,14
Jaden Crumedy,83508,DI,MISS STATE,11,5,2.3,0,0,227,56.4,63.9,84.7,59.3,65.4,49.2,12.5,2,0,182,183,3.8,7,9
Zak Mahannah,83510,DI,NEVADA,6,2,2.5,0,0,239,60.0,57.6,78.8,59.5,56.7,76.7,0.0,0,0,44,44,6.8,3,4
Kaleb Meder,83512,ED,NEVADA,6,2,1.0,0,0,239,,65.1,75.3,59.5,66.1,57.4,16.7,1,0,37,37,5.4,2,3
Tyreke Smith,83513,ED,OHIO STATE,11,3,3.2,0,0,260,57.9,75.8,84.2,74.7,73.3,66.7,0.0,0,0,94,97,4.3,4,6
Javontae Jean-Baptiste,83514,ED,OHIO STATE,13,3,2.3,0,0,260,60.9,65.2,83.6,65.0,61.4,37.7,30.8,4,0,100,101,5.0,5,6
Isaiah Spencer,83536,TE,DOMINION,1,0,,0,0,263,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jack Colletto,83540,LB,OREGON ST,2,0,8.0,0,0,265,55.0,64.0,74.4,70.0,68.0,75.6,0.0,0,0,9,9,0.0,0,2
Ben Peterson,83599,TE,AIR FORCE,1,0,,0,0,101,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Tylan Knight,83710,WR,OLE MISS,1,0,4.0,0,0,226,,67.6,60.0,,61.1,72.2,0.0,0,0,1,1,100.0,1,1
Brody Belt,83717,HB,NEBRASKA,1,0,,0,0,238,,60.1,60.0,,60.0,,,0,0,2,2,0.0,0,0
Travis Dye,83738,HB,OREGON,1,0,,0,0,264,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Alfred Armour,83743,FB,PURDUE,1,0,,0,0,273,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Tony Brown,83754,HB,S ALABAMA,1,0,,0,0,288,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jeremy Banks,83769,LB,TENNESSEE,2,2,1.2,0,0,307,68.6,58.3,74.2,60.0,47.7,71.0,12.5,1,0,34,34,8.8,3,5
Marquez Johnson,83776,CB,TEXAS A&M,1,0,,0,0,312,54.8,54.6,70.5,,60.0,74.8,,0,0,0,1,,0,0
Nakia Watson,83807,HB,WISCONSIN,3,0,,0,0,349,,61.2,60.0,,60.0,,,0,0,3,3,0.0,0,0
