player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Cam Jefferies,25700,CB,CINCINNATI,14,5,0,48.9,1,0,138,0,0,61.0,63.2,86.1,,71.8,50.0,0,0,0,1,75,21.4,6,5,4,104.7,23,0,0,24,429,336,573,0,0,0,0,0,2,573,0,237,118,5,17,0,47,0,4,478,201,20.8
David Konowalski,25701,ED,BOWL GREEN,12,14,1,,1,0,122,2,0,64.8,66.3,60.7,63.4,65.5,49.7,5,11,0,0,,18.6,11,0,2,0.0,0,3,0,0,0,0,679,678,0,59,459,160,0,1,339,340,0,25,34,4,0,19,0,0,0,
Antonyo Sotolongo,25704,S,BOWL GREEN,12,9,0,90.9,0,1,122,0,0,56.1,53.9,19.7,53.4,54.0,33.6,0,1,0,0,44,26.2,17,0,1,158.3,10,0,0,137,1,155,315,14,0,0,14,0,131,301,7,153,31,7,39,1,11,1,2,144,99,14.4
Luc Bequette,25776,DI,CAL,13,8,2,,1,1,130,0,0,67.0,64.4,71.7,60.8,62.8,63.2,4,13,0,0,,7.3,4,0,2,0.0,0,3,0,0,0,5,738,737,93,430,28,186,0,1,418,315,0,28,43,0,0,20,0,0,0,
Zeandae Johnson,25779,DI,CAL,13,4,0,,0,1,130,0,0,65.2,75.0,86.3,67.6,73.8,49.9,1,23,0,0,,17.2,5,1,0,0.0,0,4,0,0,0,3,676,675,4,420,21,230,0,1,378,295,0,19,20,2,0,28,0,0,0,
D'Andre Dill,25890,DI,C MICHIGAN,11,2,0,,1,0,134,1,0,60.0,66.2,0.9,73.8,63.4,58.6,3,8,0,0,,22.2,2,0,3,0.0,0,0,0,1,0,0,241,240,8,218,0,14,0,1,134,107,0,0,5,0,0,11,0,0,0,
Michael Oliver,25893,LB,C MICHIGAN,14,22,0,71.8,0,1,134,1,0,62.0,66.9,86.3,58.8,68.3,47.7,2,5,0,1,54,18.4,21,1,1,92.0,28,0,0,617,0,325,654,4,0,0,4,0,4,650,37,292,29,56,71,8,39,7,1,302,215,10.8
Willie Edwards,26004,CB,APP STATE,4,0,0,60.0,0,0,108,0,0,70.4,70.6,76.2,,62.2,48.1,0,0,0,1,34,25.0,1,0,0,49.2,3,0,0,0,48,33,48,0,0,0,0,0,0,48,0,15,0,2,3,0,5,0,0,44,4,14.7
Tre Hornbuckle,26138,ED,DUKE,11,7,0,,0,2,154,1,0,66.4,72.9,45.2,64.0,75.7,59.3,2,9,0,0,,14.3,5,0,2,0.0,0,5,0,0,0,1,404,404,11,2,369,22,0,0,204,199,0,25,23,3,0,16,0,0,0,
Trevon McSwain,26142,DI,DUKE,12,8,1,,0,2,154,0,0,60.5,74.8,67.9,80.9,66.8,46.7,1,19,0,0,,21.2,7,0,1,0.0,0,4,0,3,0,1,518,515,98,400,0,17,0,3,255,262,0,16,18,3,0,24,0,0,0,
Jordan Hayes,26143,S,UCF,8,2,0,28.6,0,0,323,0,0,59.2,58.2,81.5,55.4,56.2,52.3,0,0,0,0,17,18.8,3,0,0,42.0,2,0,0,45,0,92,137,2,0,0,2,0,57,135,5,40,32,3,11,1,7,0,0,25,19,12.5
Koby Quansah,26145,LB,DUKE,12,20,0,61.5,1,0,154,2,0,47.9,64.6,35.7,56.9,77.3,68.4,4,16,0,0,21,15.0,15,1,3,80.1,16,3,0,703,2,304,781,50,0,0,50,0,1,731,103,374,25,43,65,10,26,23,0,167,109,10.4
Dylan Singleton,26147,S,DUKE,12,19,0,81.5,0,2,154,1,0,57.7,59.5,58.2,60.3,61.9,57.3,0,3,0,0,62,20.0,19,0,1,144.8,22,1,0,298,4,389,772,49,0,0,49,0,291,723,18,365,130,21,57,3,27,4,4,250,117,11.4
Colby Gore,26197,CB,E CAROLINA,10,3,0,59.6,0,1,156,0,0,56.2,51.2,17.5,45.5,41.5,69.1,0,1,0,1,66,13.0,7,2,4,111.0,34,0,0,85,594,325,698,2,0,0,2,0,0,696,16,357,17,9,44,1,57,1,4,590,188,17.4
Kendall Futrell,26199,ED,E CAROLINA,12,9,0,100.0,0,4,156,1,0,64.4,86.8,67.3,85.5,80.4,71.5,6,27,0,0,20,8.6,5,0,2,110.4,2,10,0,0,0,3,821,821,0,9,792,20,0,0,410,408,0,43,44,6,2,43,0,21,14,10.5
Michael Swift,26200,ED,E CAROLINA,7,1,0,,0,0,156,0,0,60.0,58.8,79.1,52.1,61.9,58.5,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,63,63,0,0,63,0,0,0,22,41,0,3,4,0,0,0,0,0,0,
Kevin McGill,26334,CB,E MICHIGAN,11,10,0,48.6,1,0,160,0,0,79.5,72.5,50.6,68.9,48.8,57.5,0,0,0,1,38,18.2,8,2,5,60.8,18,1,0,96,592,333,723,8,0,0,8,0,12,715,3,387,14,10,26,1,37,1,1,181,96,10.1
Jalen Phelps,26343,S,E MICHIGAN,4,2,0,88.9,0,0,160,0,0,59.9,62.0,82.0,,65.2,66.5,0,0,0,0,23,12.5,2,0,0,101.9,8,0,0,43,2,52,135,0,0,0,0,0,12,135,0,83,78,2,12,0,9,0,0,76,39,9.5
Clay Holford,26345,ED,E MICHIGAN,3,1,1,0.0,0,0,160,0,0,88.9,66.0,81.2,60.7,55.7,78.7,0,0,0,1,,0.0,0,1,0,0.0,0,0,0,0,0,1,89,89,4,0,83,2,0,0,47,41,0,2,4,0,1,0,0,0,0,
Brody Hoying,26348,S,E MICHIGAN,13,12,0,70.5,1,2,160,2,0,75.7,77.0,55.3,77.4,76.5,60.9,2,1,0,4,22,17.0,15,4,1,45.1,31,2,0,301,9,308,707,29,0,0,29,0,3,678,40,359,364,27,61,3,44,5,0,234,165,7.5
Kevin McCrary,26396,DI,FAU,13,3,0,100.0,0,0,165,0,0,55.9,64.4,82.5,63.8,65.4,39.3,2,6,0,0,18,33.3,3,0,0,118.8,1,2,0,0,0,2,216,216,47,102,1,66,0,0,108,106,0,5,3,0,1,10,0,18,5,18.0
Jabari Zuniga,26449,ED,FLORIDA,6,3,0,,0,0,163,0,0,,87.5,0.0,85.7,90.3,49.8,2,13,0,0,,21.4,3,0,4,0.0,0,4,0,0,0,0,188,187,0,58,86,43,0,1,124,64,0,11,8,3,0,19,0,0,0,
Luke Ancrum,26450,ED,FLORIDA,12,8,2,,1,0,163,0,0,63.8,63.4,0.0,58.8,71.3,69.5,0,7,0,0,,16.7,4,0,4,0.0,0,2,0,1,0,0,252,251,1,51,138,61,0,1,135,117,0,10,12,3,0,9,0,0,0,
Kylan Johnson,26452,LB,PITTSBURGH,13,7,0,40.0,0,2,268,1,0,81.1,75.3,83.5,68.2,67.7,63.8,4,13,0,0,40,17.6,9,1,0,53.5,6,7,0,649,5,333,768,45,0,0,45,0,2,723,134,301,66,29,35,4,15,24,0,65,55,10.8
Jeremiah Moon,26453,ED,FLORIDA,9,5,1,16.7,1,0,163,0,0,76.5,68.5,65.6,68.0,58.6,76.4,6,10,0,0,6,10.7,3,1,1,39.6,1,4,0,24,17,77,389,335,0,0,335,0,0,54,143,169,13,16,20,4,6,20,0,6,3,6.0
David Reese II,26454,LB,FLORIDA,13,14,0,73.5,0,0,163,1,0,62.1,69.4,83.0,51.4,78.3,66.7,0,6,0,0,52,12.5,12,0,0,96.0,36,1,0,520,4,321,628,36,1,0,35,0,3,592,52,255,65,40,70,5,49,7,1,305,192,8.5
Jeawon Taylor,26455,S,FLORIDA,11,8,0,50.0,0,0,163,0,0,63.9,66.1,83.8,64.6,67.5,51.8,1,3,0,0,25,22.5,9,1,0,101.5,7,0,0,242,4,239,434,4,0,0,4,0,93,430,14,181,90,9,23,2,14,4,1,114,38,16.3
Marcus Lewis,26457,CB,MARYLAND,10,6,0,63.5,0,0,215,1,0,57.9,61.4,86.0,56.5,74.6,57.2,0,1,0,2,35,12.8,5,1,2,83.6,33,0,0,39,502,297,586,19,0,0,19,0,1,567,4,285,24,7,28,0,52,1,2,397,138,12.0
Zack Mesday,26506,ED,TEMPLE,13,7,2,100.0,0,0,306,0,0,72.2,68.3,67.2,59.6,70.7,75.1,2,14,0,0,20,8.3,2,0,1,158.3,1,4,0,0,0,0,427,426,0,0,406,20,0,1,233,194,0,13,15,1,1,20,1,20,13,20.0
David Curry,26573,LB,GA TECH,12,11,0,82.8,0,2,176,0,0,65.2,64.4,54.1,64.2,62.5,71.2,3,8,0,1,33,13.4,15,1,1,95.8,24,3,0,666,0,260,754,50,0,0,50,0,0,704,82,412,38,51,86,3,29,14,1,223,206,9.3
Rojesterman Farris II,26587,CB,HAWAII,14,11,0,54.9,0,0,180,1,0,75.7,77.9,86.5,58.1,84.0,90.0,0,0,1,1,75,3.3,2,6,3,87.8,39,0,0,111,755,497,918,1,0,0,1,0,11,917,1,420,38,12,47,1,71,0,2,620,174,15.9
Solomon Matautia,26631,LB,HAWAII,15,25,1,82.4,0,0,180,0,0,64.2,65.0,89.7,64.7,63.4,65.7,2,5,1,2,26,13.0,13,0,0,83.6,28,1,0,409,3,323,785,285,0,0,284,1,4,500,64,398,84,30,62,3,34,8,1,258,177,9.2
Patrick Nelson,26699,LB,SMU,13,13,0,70.2,0,1,287,1,0,63.9,74.5,65.2,90.7,73.7,60.9,6,15,0,1,68,20.2,18,2,2,117.1,33,13,0,439,5,456,960,85,0,0,85,0,123,875,94,410,308,50,58,6,47,34,4,417,281,12.6
Cam Watkins,26701,CB,VANDERBILT,12,4,0,60.0,0,0,333,0,0,59.5,61.0,18.5,54.6,71.4,55.4,0,0,0,0,70,16.7,5,3,1,134.3,18,0,0,27,273,149,324,4,0,0,4,0,0,320,2,173,20,4,21,1,30,0,3,352,159,19.6
Reggie Walker,26885,ED,KANSAS ST,13,7,0,66.7,0,0,199,0,0,61.1,69.7,73.0,72.0,64.1,49.8,5,34,0,0,5,22.9,8,0,1,70.1,2,2,0,1,0,16,554,552,0,3,545,4,0,2,294,244,0,17,20,3,3,41,0,6,14,3.0
Trey Dishon,26938,DI,KANSAS ST,13,5,0,,0,0,199,0,0,60.6,74.2,67.7,68.9,74.6,59.8,4,16,0,0,,13.8,4,0,1,0.0,0,3,0,2,0,0,568,565,27,484,0,54,0,3,305,263,0,20,20,3,0,23,0,0,0,
Dominic Hill,26945,DI,KENT STATE,8,3,0,,0,0,201,1,0,72.0,65.4,16.2,67.8,64.8,41.9,1,4,0,0,,20.0,4,0,3,0.0,0,1,0,1,0,0,310,309,224,84,1,0,0,1,135,175,0,11,13,3,0,6,0,0,0,
Jamal Parker Jr.,26946,CB,KENT STATE,13,6,0,52.2,3,0,201,0,0,68.4,67.7,50.4,50.0,68.8,76.1,1,2,0,3,54,10.6,7,6,9,77.2,24,0,0,70,751,372,855,5,0,0,5,0,3,850,13,470,25,11,53,0,46,3,3,409,126,17.0
Michael Divinity Jr.,27046,ED,LSU,6,6,0,100.0,0,1,211,0,0,54.6,65.8,39.8,61.2,81.6,74.6,3,4,0,0,19,13.0,3,0,1,100.0,6,3,0,68,1,71,235,135,0,7,127,1,0,100,88,76,31,12,14,0,6,10,0,48,42,8.0
Isaiah Rodgers,27069,CB,UMASS,12,5,0,49.0,0,1,216,0,0,65.5,67.1,85.4,60.0,70.2,57.2,0,0,1,4,52,14.3,7,6,2,64.5,24,0,0,52,569,299,649,8,0,0,8,0,0,641,1,349,20,6,37,3,49,0,3,414,83,17.3
Jonathan Wilson,27127,DI,MEMPHIS,14,6,0,,0,1,218,0,0,59.5,73.6,85.0,77.1,66.7,35.1,8,18,0,0,,33.3,9,0,0,0.0,0,4,0,1,0,1,555,553,24,468,27,34,0,2,283,271,0,13,12,2,0,30,0,0,0,
Bryce Huff,27128,ED,MEMPHIS,14,9,0,,0,2,218,1,0,66.2,89.0,65.0,90.3,78.6,68.7,12,44,0,0,,13.7,7,0,2,0.0,0,8,1,0,0,7,760,759,0,11,685,63,0,1,381,372,0,32,35,7,0,64,0,0,0,
Austin Hall,27129,LB,MEMPHIS,13,15,1,79.4,0,0,218,2,1,76.7,68.9,87.9,73.2,54.5,77.8,3,7,0,2,31,9.3,7,5,0,99.6,27,3,0,390,4,308,737,102,0,0,102,0,0,635,66,363,240,33,53,5,34,13,2,309,149,11.4
Raequan Williams,27300,DI,MICH STATE,13,11,2,,1,1,223,0,0,60.8,74.0,40.1,76.9,69.6,28.5,5,22,0,0,,28.6,14,0,3,0.0,0,7,0,1,0,1,604,603,119,418,24,42,0,1,352,251,0,27,24,2,0,34,0,0,0,
Reuben Jones,27371,ED,W VIRGINIA,12,9,0,,1,0,343,0,0,58.5,62.1,52.8,65.6,59.5,81.8,3,15,0,0,,10.0,3,0,2,0.0,0,3,0,2,0,5,509,507,0,26,407,74,0,2,239,265,0,15,18,2,0,21,0,0,0,
Lavert Hill,27374,CB,MICHIGAN,12,1,0,45.2,1,0,222,0,0,72.0,69.5,85.7,53.9,56.1,85.8,0,0,0,3,42,0.0,0,9,9,39.7,14,0,0,55,459,274,559,9,0,0,9,0,2,550,3,282,34,2,13,1,31,0,1,214,68,15.3
Michael Dwumfour,27376,DI,MICHIGAN,10,1,2,,0,0,222,0,0,59.9,74.2,17.4,75.2,73.6,47.9,0,9,0,0,,30.0,3,0,2,0.0,0,0,0,0,0,1,222,222,1,212,0,9,0,0,112,109,0,6,6,1,0,9,0,0,0,
Joshua Uche,27379,ED,MICHIGAN,13,3,0,66.7,2,2,222,2,0,64.1,84.2,21.1,91.4,68.8,65.7,13,25,0,0,22,20.0,6,1,3,102.1,4,8,0,142,0,73,470,300,0,0,299,1,4,170,206,191,24,24,21,3,6,46,0,64,46,16.0
Damon Moore,27393,DI,FIU,12,4,0,,0,1,166,0,0,60.0,70.3,18.9,69.2,71.2,53.7,0,5,0,0,,18.8,3,0,2,0.0,0,1,0,1,0,0,236,235,4,203,1,27,0,1,115,121,0,5,9,1,0,6,0,0,0,
Ronnell Perkins,27441,LB,MISSOURI,12,6,2,46.2,0,0,229,0,0,75.8,65.1,89.1,62.2,48.3,42.9,1,3,1,2,16,25.0,7,2,0,17.0,6,0,0,64,4,158,341,128,0,0,128,0,59,213,30,153,86,7,15,1,13,4,0,50,19,8.3
DeMarkus Acy,27442,CB,MISSOURI,10,2,0,55.3,1,0,229,1,0,61.2,63.0,84.3,52.6,69.8,32.9,0,1,0,0,48,30.4,7,4,1,81.5,21,0,0,19,378,217,436,2,0,0,2,0,0,434,3,216,37,9,14,0,38,1,1,224,128,10.7
Lucas Weber,27625,LB,NEVADA,6,3,0,80.0,0,0,239,0,0,55.7,59.5,32.4,63.2,62.7,57.2,3,6,0,0,21,16.7,4,0,1,90.8,8,0,0,173,0,85,266,63,0,0,63,0,0,203,41,140,30,13,17,2,10,9,0,58,54,7.3
Alex Hart,27631,LB,NEW MEXICO,12,20,0,75.0,0,1,241,0,0,58.7,69.1,87.1,70.5,69.2,66.6,5,12,0,1,50,11.8,11,2,0,117.6,21,4,0,731,0,331,762,13,0,0,13,0,0,749,85,346,18,48,62,7,28,21,2,296,169,14.1
Jarius Morehead,27752,S,NC STATE,12,17,0,63.6,0,0,248,1,0,58.6,59.6,45.0,75.2,58.6,46.3,1,2,0,0,13,23.5,16,0,2,115.2,7,1,0,168,0,279,559,23,0,0,23,0,296,536,15,265,70,10,35,0,11,4,2,54,21,7.7
Taylor Robinson,27804,S,N TEXAS,10,11,1,63.6,1,1,251,0,0,43.8,42.3,48.3,75.7,40.3,48.2,0,1,0,1,59,21.8,17,5,4,113.8,21,0,0,243,0,337,634,7,0,0,7,0,163,627,1,296,220,14,50,1,33,1,3,325,134,15.5
Quintin Wynne,27823,ED,N ILLINOIS,10,6,0,50.0,0,0,254,0,0,56.3,66.5,70.6,57.6,74.3,61.7,4,7,0,0,8,13.3,4,0,1,56.3,2,2,0,2,0,22,505,502,0,5,491,6,0,3,220,263,1,16,20,3,4,13,0,9,8,4.5
Trayshon Foster,27831,S,N ILLINOIS,12,10,0,46.2,0,0,254,3,1,63.7,60.1,0.0,84.2,53.6,75.2,1,2,0,0,40,10.6,5,1,5,82.5,12,0,0,144,7,320,645,7,0,0,7,0,171,638,12,313,316,11,32,2,26,3,1,182,46,15.2
Trequan Smith,27833,S,N ILLINOIS,6,1,0,50.0,0,0,254,0,0,37.9,30.6,75.3,56.9,32.1,48.0,1,0,0,0,9,25.0,1,0,0,62.5,1,0,0,17,0,21,39,0,0,0,0,0,11,39,2,16,11,1,2,0,2,1,0,9,6,9.0
Joe Gaziano,27949,ED,NWESTERN,12,11,4,50.0,1,4,256,2,0,62.7,85.6,75.3,81.0,85.1,67.7,7,30,0,0,20,16.0,8,1,1,73.6,3,7,1,0,0,46,662,662,0,4,628,30,0,0,323,293,0,35,31,8,6,44,0,43,16,14.3
Trent Goens,27950,ED,NWESTERN,4,4,1,100.0,0,0,256,0,0,67.0,71.9,82.1,60.7,73.3,82.2,1,1,0,0,4,0.0,0,0,0,79.2,2,1,0,0,1,14,144,141,1,23,105,12,0,3,72,58,2,9,10,3,2,3,0,6,7,3.0
Nathan Fox,27953,LB,HOUSTON,1,0,0,,0,0,182,0,0,62.5,66.4,73.1,67.5,60.6,27.5,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,12,0,7,17,0,0,0,0,0,0,17,2,8,5,0,0,0,0,0,0,0,0,
Trae Williams,27962,CB,NWESTERN,10,1,0,68.8,0,0,256,0,0,58.9,57.9,84.0,60.0,51.4,51.9,0,0,0,0,50,22.7,5,3,1,134.6,22,0,0,21,323,227,393,0,0,0,0,0,1,393,1,165,48,3,16,0,32,0,4,274,79,12.5
K.J. Hill,28025,WR,OHIO STATE,1,0,0,,0,0,260,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Robert Landers,28064,DI,OHIO STATE,13,6,0,,0,0,260,1,0,62.9,88.4,52.2,74.6,91.2,46.4,4,9,0,0,,20.0,3,0,1,0.0,0,1,0,0,0,1,253,253,76,169,0,8,0,0,149,103,0,7,6,3,0,14,0,0,0,
Austin Mack,28070,WR,OHIO STATE,1,0,0,,0,0,260,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Rashod Berry,28071,TE,OHIO STATE,4,0,0,,0,0,260,0,0,,47.2,0.0,52.4,64.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,17,17,0,1,10,6,0,0,13,4,0,0,0,0,0,0,0,0,0,
DaVon Hamilton,28072,DI,OHIO STATE,14,9,0,,0,0,260,1,0,60.0,82.3,60.0,75.5,83.4,60.6,6,9,0,0,,19.4,6,0,1,0.0,0,6,0,0,0,0,354,354,70,248,0,36,0,0,208,146,0,16,16,3,0,21,0,0,0,
Jashon Cornell,28074,DI,OHIO STATE,14,7,0,,0,1,260,0,0,66.3,90.2,83.4,86.1,83.5,67.7,2,17,0,0,,12.0,3,0,0,0.0,0,6,0,0,0,0,393,393,0,313,33,47,0,0,230,163,0,17,15,3,0,25,0,0,0,
Josh Norwood,28076,S,W VIRGINIA,10,18,0,61.5,0,0,343,0,0,61.9,67.4,0.0,55.1,79.9,70.4,0,0,0,1,81,14.5,11,5,2,104.3,16,0,0,181,26,216,443,3,0,0,3,0,152,440,4,223,81,16,47,2,26,0,2,258,85,16.1
Rodjay Burns,28078,LB,LOUISVILLE,13,13,0,74.3,1,1,210,1,1,74.4,70.1,63.2,68.2,65.6,67.4,4,8,0,1,81,14.0,13,1,1,115.9,26,2,0,312,17,271,711,171,0,0,171,0,6,540,87,353,204,38,67,10,35,14,3,296,209,11.4
Justin Hilliard,28079,LB,OHIO STATE,11,3,0,66.7,0,0,260,0,0,80.7,78.5,77.4,57.1,73.2,75.4,0,0,0,1,3,8.3,1,0,0,30.6,4,0,0,78,1,38,108,12,0,0,12,0,2,96,7,63,14,6,8,3,6,0,0,5,4,1.3
Damon Arnette,28080,CB,OHIO STATE,13,5,0,44.6,0,1,260,0,0,73.8,74.1,42.7,85.3,68.2,63.3,1,2,1,1,46,16.3,7,7,4,60.6,25,0,0,22,528,345,606,4,0,0,4,0,6,602,2,259,46,14,31,1,56,3,1,306,79,12.2
Malik Harrison,28081,LB,OHIO STATE,14,8,0,68.0,0,0,260,2,0,77.1,82.8,58.0,65.5,87.5,63.5,2,10,0,0,53,12.5,10,4,1,122.1,17,3,0,605,3,319,701,59,0,0,59,0,1,642,78,304,33,50,62,15,25,15,2,220,146,12.9
Keandre Jones,28092,ED,MARYLAND,12,13,1,80.0,0,3,215,1,0,62.0,82.1,92.1,73.0,87.4,84.5,1,21,0,0,28,6.9,5,1,0,146.3,8,6,0,30,3,73,738,638,0,0,637,1,0,100,315,350,66,45,54,7,10,28,2,96,42,12.0
Neville Gallimore,28094,DI,OKLAHOMA,14,9,2,,1,2,261,0,0,70.8,88.2,52.0,83.0,85.2,64.6,4,24,0,0,,9.4,3,0,2,0.0,0,4,0,1,0,1,504,502,238,243,1,20,0,2,320,183,0,20,20,4,0,32,0,0,0,
Mark Jackson Jr.,28095,ED,OKLAHOMA,4,0,0,,0,0,261,0,0,61.4,57.1,78.2,62.2,52.4,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,27,27,0,0,27,0,0,0,9,14,0,0,1,0,0,0,0,0,0,
Mufu Taiwo,28144,DI,DOMINION,10,0,0,,0,0,263,0,0,,60.0,82.7,51.8,63.5,52.4,0,2,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,191,191,49,142,0,0,0,0,81,110,0,4,5,3,0,2,0,0,0,
Ray Ellis,28231,DI,FAU,14,11,1,,0,0,165,1,0,68.6,74.1,68.2,72.8,70.2,28.6,1,15,0,0,,32.0,8,0,1,0.0,0,4,0,1,0,0,510,508,59,177,8,264,0,2,257,253,0,9,6,2,0,20,0,0,0,
Ryan Bay,28245,TE,OREGON,2,0,0,,0,0,264,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Gus Cumberlander,28247,ED,OREGON,5,6,0,,0,0,264,0,0,60.6,77.0,30.6,74.3,75.8,79.4,2,10,0,0,,11.1,1,0,1,0.0,0,1,0,1,0,1,138,137,6,15,61,55,0,1,98,39,0,3,2,1,0,13,0,0,0,
Drayton Carlberg,28248,DI,OREGON,14,11,0,,0,1,264,1,0,68.0,73.4,85.8,70.2,66.3,37.6,3,19,0,0,,23.3,7,0,0,0.0,0,4,0,8,0,1,559,551,58,207,133,153,0,8,344,214,0,12,12,1,0,26,0,0,0,
Troy Dye,28251,LB,OREGON,13,20,1,71.4,0,2,264,0,0,75.1,76.3,14.9,75.4,72.4,69.3,6,23,0,2,28,14.0,14,3,3,74.2,25,3,0,687,4,371,796,55,0,0,55,0,6,741,113,312,44,41,66,10,35,32,1,226,185,9.0
Gary Baker,28252,DI,OREGON,10,4,0,,0,0,264,0,0,60.0,68.4,79.5,61.4,71.4,53.0,0,2,0,0,,16.7,2,0,0,0.0,0,0,0,1,0,0,99,98,11,67,1,19,0,1,45,54,0,4,6,0,0,2,0,0,0,
Robert Windsor,28310,DI,PENN STATE,13,11,0,,1,0,266,0,0,52.0,75.7,71.7,80.5,68.5,75.5,6,27,0,0,,2.9,1,0,1,0.0,0,5,0,0,0,1,626,625,81,517,11,16,0,1,360,265,0,17,23,3,0,38,0,0,0,
Garrett Taylor,28311,S,PENN STATE,13,15,0,62.1,0,1,266,0,0,67.3,77.3,87.2,70.8,90.2,84.6,1,0,1,1,66,9.3,8,0,0,81.8,18,1,0,302,4,455,784,8,0,0,8,0,365,776,7,322,104,24,63,3,29,2,1,215,118,11.9
Roe Wilkins,28429,ED,ARIZONA ST,13,5,0,,0,2,110,0,0,59.2,63.2,68.5,60.2,64.9,28.2,3,16,0,0,,26.3,10,0,1,0.0,0,2,0,2,0,7,510,508,5,181,190,132,0,2,276,227,0,16,23,2,0,21,0,0,0,
Myles Adams,28430,DI,RICE,12,8,1,100.0,0,0,275,0,0,60.7,84.8,85.3,71.5,87.9,80.0,1,24,0,0,0,2.2,1,0,0,79.2,1,1,0,0,0,3,600,600,9,398,77,116,0,0,310,287,0,28,36,2,1,26,0,0,7,0.0
Najee Clayton,28437,LB,W MICHIGAN,13,5,0,88.9,0,0,347,0,0,47.7,60.9,81.3,60.4,74.5,74.5,1,0,0,2,22,8.3,2,0,0,112.7,8,1,0,192,0,118,244,41,0,0,41,0,0,203,37,89,10,12,17,0,9,2,1,105,64,13.1
Kobe Smith,28488,DI,S CAROLINA,11,15,0,,0,0,289,0,0,61.8,68.2,84.5,57.3,70.9,59.1,1,3,0,0,,10.5,4,0,0,0.0,0,1,0,1,0,0,448,447,11,322,33,81,0,1,208,240,0,14,19,0,0,5,0,0,0,
Matt Bahr,28617,LB,KENT STATE,11,13,0,76.9,0,0,201,2,0,56.6,61.5,39.7,62.1,64.6,68.8,1,2,0,0,24,10.4,7,1,1,128.7,10,1,0,406,2,155,431,10,0,0,10,0,4,421,32,244,9,19,47,3,13,4,1,115,50,11.5
Will Dawkins,28645,S,UAB,10,11,0,50.0,0,0,321,0,0,70.1,71.0,84.5,67.1,69.6,64.3,0,0,0,1,56,16.3,7,1,0,58.6,8,0,0,135,1,255,429,6,0,0,6,0,248,423,3,171,39,12,25,1,16,0,0,157,105,19.6
Cornelius Sturghill,28784,CB,LOUISVILLE,11,2,0,60.9,0,0,210,0,0,68.5,64.1,81.8,55.6,45.0,51.5,0,0,0,0,34,20.7,6,2,1,82.7,14,0,0,25,259,148,287,1,0,0,1,0,1,286,2,137,1,8,21,0,23,0,0,165,52,11.8
Richard Moore,28853,LB,SMU,3,4,0,83.3,0,0,287,0,0,56.4,62.1,78.9,63.2,69.6,57.5,2,4,0,0,21,23.5,4,1,0,132.3,10,1,0,126,0,91,167,1,0,0,1,0,0,166,18,58,40,7,9,0,12,7,1,109,85,10.9
Bryan London II,28856,LB,TEXAS ST,12,23,0,82.8,0,0,314,1,0,50.4,72.5,87.5,61.6,79.8,70.0,1,8,0,1,28,11.1,14,0,0,128.5,24,0,0,795,1,324,811,8,0,0,8,0,0,803,33,454,7,51,89,5,29,9,5,255,150,10.6
Diamon Cannon,28863,LB,TULSA,12,12,0,80.0,0,0,320,1,0,75.4,70.1,82.8,55.6,68.5,63.6,1,5,0,0,15,14.6,7,2,0,86.0,16,0,0,310,0,178,523,134,0,0,134,0,0,389,56,289,77,17,29,6,20,6,0,93,107,5.8
Nevelle Clarke,28931,CB,UCF,11,1,0,46.3,1,0,323,0,0,72.7,74.6,86.8,59.4,79.2,38.8,0,0,1,2,49,29.0,9,6,4,76.1,25,0,0,30,677,388,729,22,0,0,22,0,0,707,1,340,0,9,21,1,54,0,4,339,36,13.6
