player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
D'Andre Dill,25890,DI,C MICHIGAN,10,0,1,134,73.8,3,8,128,100.0,14.1,18,3,4.3,0,134,134,11,0,68.7,2,3,43,100.0,16.3,7,5.8,0,43,43,5
Michael Oliver,25893,LB,C MICHIGAN,14,0,0,134,58.8,2,5,35,10.2,8.6,3,1,10.0,0,362,37,7,0,60.5,1,3,12,9.8,16.7,2,16.7,0,133,13,4
Tre Hornbuckle,26138,ED,DUKE,11,0,0,154,64.0,2,9,189,99.5,7.9,15,2,5.6,5,205,204,16,0,69.5,1,6,77,100.0,11.7,9,9.7,4,83,83,11
Trevon McSwain,26142,DI,DUKE,12,1,0,154,80.9,1,19,240,99.6,9.6,23,1,5.8,4,256,255,24,1,82.3,1,9,91,100.0,12.1,11,8.8,3,97,97,13
Jordan Hayes,26143,S,UCF,8,0,0,323,55.4,0,0,3,5.2,0.0,0,0,0.0,0,97,5,0,0,57.8,0,0,1,3.9,0.0,0,0.0,0,51,2,0
Koby Quansah,26145,LB,DUKE,12,0,1,154,56.9,4,16,92,25.3,4.3,4,3,14.1,3,407,103,23,0,52.8,1,9,49,32.0,4.1,2,16.3,3,169,54,13
Dylan Singleton,26147,S,DUKE,12,0,0,154,60.3,0,3,14,4.4,0.0,0,1,17.9,1,407,18,4,0,47.2,0,1,3,2.4,0.0,0,16.7,0,164,4,1
Colby Gore,26197,CB,E CAROLINA,10,0,0,156,45.5,0,1,16,4.7,6.3,1,4,3.1,0,341,16,1,0,53.8,0,0,2,1.7,0.0,0,0.0,0,115,2,0
Kendall Futrell,26199,ED,E CAROLINA,12,0,0,156,85.5,6,27,391,99.3,10.5,41,2,6.8,10,413,410,43,0,90.4,1,13,128,98.5,16.4,21,10.9,7,136,134,21
Michael Swift,26200,ED,E CAROLINA,3,0,0,156,52.1,0,0,20,100.0,0.0,0,0,0.0,0,22,22,0,0,53.3,0,0,10,100.0,0.0,0,0.0,0,11,11,0
Kevin McGill,26334,CB,E MICHIGAN,11,0,1,160,68.9,0,0,2,0.9,0.0,0,5,50.0,1,336,3,1,0,71.1,0,0,0,0.0,,0,,1,101,0,1
Clay Holford,26345,ED,E MICHIGAN,3,1,0,160,60.7,0,0,44,97.9,0.0,0,0,0.0,0,48,47,0,0,54.3,0,0,7,100.0,0.0,0,0.0,0,10,10,0
Brody Hoying,26348,S,E MICHIGAN,13,0,1,160,77.4,2,1,33,11.5,6.1,2,1,10.6,2,348,40,5,0,59.1,0,1,12,16.2,8.3,1,12.5,1,111,18,2
Kevin McCrary,26396,DI,FAU,13,0,0,165,63.8,2,6,104,98.2,6.7,7,0,5.8,2,110,108,10,0,69.8,1,2,23,95.8,8.7,2,10.9,1,24,23,4
Jabari Zuniga,26449,ED,FLORIDA,6,0,0,163,85.7,2,13,120,100.0,19.2,23,4,9.6,4,124,124,19,0,90.9,0,12,44,100.0,34.1,15,18.2,2,46,46,14
Luke Ancrum,26450,ED,FLORIDA,12,2,1,163,58.8,0,7,131,100.0,3.8,5,4,4.2,2,135,135,9,1,60.1,0,3,45,100.0,6.7,3,3.3,0,46,46,3
Kylan Johnson,26452,LB,PITTSBURGH,13,0,0,268,68.2,4,13,130,28.7,11.5,15,0,11.9,7,467,134,24,0,65.3,2,8,52,30.1,11.5,6,17.3,4,173,52,14
Jeremiah Moon,26453,ED,FLORIDA,9,1,1,163,68.0,6,10,136,65.0,10.3,14,1,8.8,4,220,143,20,0,63.4,4,7,63,74.7,11.1,7,15.1,4,87,65,15
David Reese II,26454,LB,FLORIDA,13,0,0,163,51.4,0,6,51,13.9,2.0,1,0,7.8,1,373,52,7,0,48.6,0,3,29,21.9,3.4,1,5.2,0,137,30,3
Jeawon Taylor,26455,S,FLORIDA,11,0,0,163,64.6,1,3,14,5.5,14.3,2,0,14.3,0,253,14,4,0,62.3,0,1,6,6.7,16.7,1,8.3,0,89,6,1
Marcus Lewis,26457,CB,MARYLAND,10,0,0,215,56.5,0,1,3,1.3,0.0,0,2,16.7,0,301,4,1,0,,0,0,0,0.0,,0,,0,116,0,0
Zack Mesday,26506,ED,TEMPLE,13,2,0,306,59.6,2,14,223,100.0,6.7,15,1,5.4,4,233,233,20,0,61.8,1,11,73,100.0,16.4,12,11.0,2,78,78,14
David Curry,26573,LB,GA TECH,12,0,0,176,64.2,3,8,77,24.0,6.5,5,1,11.0,3,342,82,14,0,64.6,1,5,32,30.2,12.5,4,15.6,2,116,35,8
Rojesterman Farris II,26587,CB,HAWAII,14,0,0,180,58.1,0,0,1,0.2,0.0,0,3,0.0,0,498,1,0,0,,0,0,0,0.0,,0,,0,134,0,0
Solomon Matautia,26631,LB,HAWAII,15,1,0,180,64.7,2,5,61,16.5,6.6,4,0,7.4,1,387,64,8,0,63.0,1,1,24,22.9,8.3,2,8.3,1,109,25,3
Patrick Nelson,26699,LB,SMU,13,0,0,287,90.7,6,15,89,17.1,24.7,22,2,26.4,13,550,94,34,0,89.6,0,7,26,16.8,34.6,9,36.5,6,173,29,13
Cam Watkins,26701,CB,VANDERBILT,12,0,0,333,54.6,0,0,2,1.3,0.0,0,1,0.0,0,151,2,0,0,57.2,0,0,1,2.0,0.0,0,0.0,0,49,1,0
Reggie Walker,26885,ED,KANSAS ST,13,0,0,199,72.0,5,34,281,94.8,16.0,45,1,7.7,2,310,294,41,0,78.1,4,23,116,94.4,25.9,30,12.5,1,125,118,28
Trey Dishon,26938,DI,KANSAS ST,13,0,0,199,68.9,4,16,289,100.0,9.0,26,1,4.5,3,305,305,23,0,70.0,1,9,110,100.0,14.5,16,6.4,2,114,114,12
Dominic Hill,26945,DI,KENT STATE,8,0,0,201,67.8,1,4,124,100.0,4.8,6,3,2.8,1,135,135,6,0,67.9,0,2,42,100.0,9.5,4,2.4,0,48,48,2
Jamal Parker Jr.,26946,CB,KENT STATE,13,0,3,201,50.0,1,2,13,3.4,0.0,0,9,11.5,0,385,13,3,0,52.3,1,1,6,4.9,0.0,0,16.7,0,122,6,2
Michael Divinity Jr.,27046,ED,LSU,6,0,0,211,61.2,3,4,82,55.3,6.1,5,1,7.9,3,159,88,10,0,64.0,2,2,44,68.1,9.1,4,11.4,3,72,49,7
Isaiah Rodgers,27069,CB,UMASS,12,0,0,216,60.0,0,0,1,0.3,0.0,0,2,0.0,0,300,1,0,0,,0,0,0,0.0,,0,,0,83,0,0
Jonathan Wilson,27127,DI,MEMPHIS,14,0,0,218,77.1,8,18,264,99.6,11.0,29,0,6.4,4,284,283,30,0,76.8,3,11,93,100.0,18.3,17,10.8,3,100,100,17
Bryce Huff,27128,ED,MEMPHIS,14,0,0,218,90.3,12,44,354,98.2,17.8,63,2,10.2,8,388,381,64,0,91.1,5,27,123,100.0,34.1,42,15.4,3,133,133,35
Austin Hall,27129,LB,MEMPHIS,13,1,0,218,73.2,3,7,62,17.6,14.5,9,0,12.9,3,374,66,13,0,73.8,3,2,29,25.6,24.1,7,15.5,2,121,31,7
Raequan Williams,27300,DI,MICH STATE,13,2,1,223,76.9,5,22,326,99.7,9.5,31,3,6.3,7,353,352,34,0,75.8,3,11,104,100.0,17.3,18,9.6,3,115,115,17
Reuben Jones,27371,ED,W VIRGINIA,12,0,1,343,65.6,3,15,234,98.0,12.0,28,2,5.1,3,244,239,21,0,69.3,3,8,93,99.0,18.3,17,8.1,2,96,95,13
Lavert Hill,27374,CB,MICHIGAN,12,0,1,222,53.9,0,0,3,1.1,0.0,0,9,0.0,0,277,3,0,0,58.3,0,0,1,0.9,0.0,0,0.0,0,107,1,0
Michael Dwumfour,27376,DI,MICHIGAN,10,2,0,222,75.2,0,9,103,99.1,12.6,13,2,4.4,0,113,112,9,1,73.7,0,6,37,100.0,16.2,6,8.1,0,41,41,6
Joshua Uche,27379,ED,MICHIGAN,13,0,2,222,91.4,13,25,189,73.8,24.9,47,3,14.3,8,279,206,46,0,90.7,5,14,94,78.9,30.9,29,15.4,5,133,105,24
Damon Moore,27393,DI,FIU,12,0,0,166,69.2,0,5,106,100.0,10.4,11,2,3.3,1,115,115,6,0,67.0,0,3,37,100.0,16.2,6,6.8,1,42,42,4
Ronnell Perkins,27441,LB,MISSOURI,12,2,0,229,62.2,1,3,29,16.0,3.4,1,0,6.9,0,188,30,4,0,53.3,0,0,8,9.6,0.0,0,0.0,0,83,8,0
DeMarkus Acy,27442,CB,MISSOURI,10,0,1,229,52.6,0,1,3,1.4,0.0,0,1,16.7,0,220,3,1,0,60.0,0,0,1,1.3,0.0,0,0.0,0,76,1,0
Lucas Weber,27625,LB,NEVADA,6,0,0,239,63.2,3,6,40,32.5,7.5,3,1,11.3,0,126,41,9,0,56.3,0,1,13,59.1,0.0,0,3.8,0,22,13,1
Alex Hart,27631,LB,NEW MEXICO,12,0,0,241,70.5,5,12,80,20.4,11.3,9,0,15.6,4,416,85,21,0,62.8,1,2,32,25.7,6.3,2,10.9,2,140,36,5
Jarius Morehead,27752,S,NC STATE,12,0,0,248,75.2,1,2,15,5.1,6.7,1,2,16.7,1,294,15,4,0,83.3,1,2,3,8.6,33.3,1,50.0,0,35,3,3
Taylor Robinson,27804,S,N TEXAS,10,1,1,251,75.7,0,1,1,0.3,0.0,0,4,50.0,0,338,1,1,0,,0,0,0,0.0,,0,,0,65,0,0
Quintin Wynne,27823,ED,N ILLINOIS,10,0,0,254,57.6,4,7,206,90.9,5.8,12,1,3.6,2,242,220,13,0,54.2,0,2,60,97.0,6.7,4,3.3,1,67,65,3
Trayshon Foster,27831,S,N ILLINOIS,12,0,0,254,84.2,1,2,12,3.6,16.7,2,5,12.5,0,332,12,3,0,77.1,0,0,2,2.1,50.0,1,0.0,0,96,2,0
Trequan Smith,27833,S,N ILLINOIS,6,0,0,254,56.9,1,0,2,8.7,0.0,0,0,25.0,0,23,2,1,0,56.9,1,0,2,18.2,0.0,0,25.0,0,11,2,1
Joe Gaziano,27949,ED,NWESTERN,12,4,1,256,81.0,7,30,302,87.5,13.2,40,1,8.4,7,369,323,44,1,71.6,3,15,90,96.0,18.9,17,14.4,4,101,97,22
Trent Goens,27950,ED,NWESTERN,4,1,0,256,60.7,1,1,68,83.7,2.9,2,0,2.9,1,86,72,3,0,61.0,1,0,26,100.0,3.8,1,5.8,1,28,28,2
Nathan Fox,27953,LB,HOUSTON,1,0,0,182,67.5,0,0,2,22.2,50.0,1,0,0.0,0,9,2,0,0,63.8,0,0,1,33.3,100.0,1,0.0,0,3,1,0
Trae Williams,27962,CB,NWESTERN,9,0,0,256,60.0,0,0,1,0.4,0.0,0,1,0.0,0,228,1,0,0,,0,0,0,0.0,,0,,0,66,0,0
Robert Landers,28064,DI,OHIO STATE,13,0,0,260,74.6,4,9,141,99.3,12.8,18,1,5.3,1,150,149,14,0,69.5,1,3,49,100.0,16.3,8,6.1,1,54,54,5
Rashod Berry,28071,TE,OHIO STATE,4,0,0,260,52.4,0,0,13,100.0,0.0,0,1,0.0,0,13,13,0,0,54.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
DaVon Hamilton,28072,DI,OHIO STATE,14,0,0,260,75.5,6,9,199,100.0,11.1,22,1,6.8,6,208,208,21,0,73.6,3,6,68,100.0,14.7,10,11.0,3,72,72,12
Jashon Cornell,28074,DI,OHIO STATE,14,0,0,260,86.1,2,17,223,100.0,12.6,28,0,7.0,6,230,230,25,0,78.1,0,9,75,100.0,14.7,11,10.0,3,78,78,12
Josh Norwood,28076,S,W VIRGINIA,10,0,0,343,55.1,0,0,4,1.8,0.0,0,2,0.0,0,220,4,0,0,56.8,0,0,2,2.0,0.0,0,0.0,0,98,2,0
Rodjay Burns,28078,LB,LOUISVILLE,13,0,1,210,68.2,4,8,82,24.3,3.7,3,1,9.8,2,358,87,14,0,64.2,1,0,12,18.1,8.3,1,4.2,0,94,17,1
Justin Hilliard,28079,LB,OHIO STATE,10,0,0,260,57.1,0,0,7,15.6,0.0,0,0,0.0,0,45,7,0,0,58.2,0,0,2,16.7,0.0,0,0.0,0,12,2,0
Damon Arnette,28080,CB,OHIO STATE,13,0,0,260,85.3,1,2,2,0.6,50.0,1,4,75.0,0,347,2,3,0,68.6,0,1,1,0.9,100.0,1,50.0,0,110,1,1
Malik Harrison,28081,LB,OHIO STATE,14,0,0,260,65.5,2,10,73,19.6,12.3,9,1,12.3,3,397,78,15,0,62.9,0,7,34,25.9,8.8,3,16.2,2,139,36,9
Keandre Jones,28092,ED,MARYLAND,12,1,0,215,73.0,1,21,299,81.2,8.0,24,0,5.7,6,388,315,28,1,67.6,0,11,96,82.0,11.5,11,7.8,2,122,100,13
Neville Gallimore,28094,DI,OKLAHOMA,14,2,1,261,83.0,4,24,302,99.7,12.3,37,2,6.0,4,321,320,32,2,76.6,2,11,93,100.0,17.2,16,9.1,2,100,100,15
Mark Jackson Jr.,28095,ED,OKLAHOMA,4,0,0,261,62.2,0,0,9,69.2,11.1,1,0,0.0,0,13,9,0,0,57.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Mufu Taiwo,28144,DI,DOMINION,8,0,0,263,51.8,0,2,75,100.0,0.0,0,0,1.3,0,81,81,2,0,53.8,0,1,18,100.0,0.0,0,2.8,0,21,21,1
Ray Ellis,28231,DI,FAU,14,1,0,165,72.8,1,15,245,100.0,9.4,23,1,4.9,4,257,257,20,0,74.9,0,9,65,100.0,16.9,11,8.5,1,66,66,10
Gus Cumberlander,28247,ED,OREGON,5,0,0,264,74.3,2,10,93,99.0,18.3,17,1,7.5,1,99,98,13,0,78.8,2,8,35,100.0,31.4,11,14.3,0,36,36,10
Drayton Carlberg,28248,DI,OREGON,14,0,0,264,70.2,3,19,326,99.7,8.9,29,0,4.6,4,345,344,26,0,78.5,3,11,129,99.3,15.5,20,7.8,3,134,133,17
Troy Dye,28251,LB,OREGON,13,1,0,264,75.4,6,23,107,23.3,15.9,17,3,16.4,3,484,113,32,0,74.9,2,13,49,28.7,18.4,9,21.4,3,181,52,18
Gary Baker,28252,DI,OREGON,10,0,0,264,61.4,0,2,41,100.0,4.9,2,0,2.4,0,45,45,2,0,61.7,0,1,9,100.0,0.0,0,5.6,0,9,9,1
Robert Windsor,28310,DI,PENN STATE,13,0,1,266,80.5,6,27,343,99.7,12.8,44,1,6.3,5,361,360,38,0,84.2,1,21,141,100.0,19.9,28,9.9,3,147,147,25
Garrett Taylor,28311,S,PENN STATE,13,0,0,266,70.8,1,0,4,1.5,25.0,1,0,37.5,1,462,7,2,0,68.2,0,0,2,2.0,50.0,1,50.0,1,198,4,1
Roe Wilkins,28429,ED,ARIZONA ST,13,0,0,110,60.2,3,16,262,97.5,7.3,19,1,4.4,2,283,276,21,0,61.3,1,10,87,97.9,10.3,9,7.5,1,95,93,12
Myles Adams,28430,DI,RICE,12,1,0,275,71.5,1,24,298,99.0,9.7,29,0,4.5,1,313,310,26,0,72.9,1,16,98,98.1,19.4,19,8.7,0,105,103,17
Najee Clayton,28437,LB,W MICHIGAN,13,0,0,347,60.4,1,0,37,23.9,10.8,4,0,4.1,1,155,37,2,0,65.4,0,0,14,33.3,21.4,3,7.1,1,42,14,1
Kobe Smith,28488,DI,S CAROLINA,11,0,0,289,57.3,1,3,201,100.0,4.0,8,0,1.5,1,208,208,5,0,55.5,0,0,54,100.0,5.6,3,0.0,0,56,56,0
Matt Bahr,28617,LB,KENT STATE,11,0,0,201,62.1,1,2,26,17.1,7.7,2,1,9.6,1,187,32,4,0,53.7,0,2,12,23.5,0.0,0,8.3,0,68,16,2
Will Dawkins,28645,S,UAB,10,0,0,321,67.1,0,0,3,1.2,33.3,1,0,0.0,0,258,3,0,0,64.5,0,0,1,1.4,100.0,1,0.0,0,69,1,0
Cornelius Sturghill,28784,CB,LOUISVILLE,10,0,0,210,55.6,0,0,2,1.3,0.0,0,1,0.0,0,150,2,0,0,,0,0,0,0.0,,0,,0,39,0,0
Richard Moore,28853,LB,SMU,3,0,0,287,63.2,2,4,17,16.5,11.8,2,0,23.5,1,109,18,7,0,56.5,0,2,7,29.6,14.3,1,28.6,1,27,8,3
Bryan London II,28856,LB,TEXAS ST,12,0,0,314,61.6,1,8,30,9.2,10.0,3,0,15.0,0,357,33,9,0,55.1,0,3,12,28.3,8.3,1,12.5,0,53,15,3
Diamon Cannon,28863,LB,TULSA,12,0,0,320,55.6,1,5,50,23.9,8.0,4,0,6.0,0,234,56,6,0,54.0,0,1,17,66.7,5.9,1,2.9,0,27,18,1
Nevelle Clarke,28931,CB,UCF,11,0,1,323,59.4,0,0,1,0.3,0.0,0,4,0.0,0,389,1,0,0,,0,0,0,0.0,,0,,0,212,0,0
Brendon Hayes,28933,ED,UCF,12,1,1,323,72.9,5,21,277,98.0,13.7,38,4,7.9,9,297,291,35,0,79.6,5,15,147,99.4,22.4,33,11.6,7,157,156,27
Evan Austrie,28985,S,UNLV,12,0,0,325,68.4,2,4,36,8.0,2.8,1,1,13.9,2,450,36,8,0,71.9,1,2,12,9.1,8.3,1,20.8,1,132,12,4
Javin White,28987,S,UNLV,12,0,1,325,75.6,2,2,28,6.5,3.6,1,8,17.9,3,434,28,7,0,69.3,1,1,8,6.2,0.0,0,25.0,1,130,8,3
Jericho Flowers,28988,CB,UNLV,12,0,1,325,67.5,0,0,4,0.9,0.0,0,6,25.0,1,439,4,1,0,59.4,0,0,1,0.8,0.0,0,0.0,0,131,1,0
Jack Jones,29050,CB,ARIZONA ST,13,0,0,110,52.0,0,0,4,1.1,0.0,0,2,0.0,0,359,4,0,0,54.4,0,0,2,1.5,0.0,0,0.0,0,133,2,0
Ykili Ross,29051,CB,UTEP,9,0,0,330,60.0,0,0,1,0.6,0.0,0,5,0.0,0,177,1,0,0,,0,0,0,0.0,,0,,0,36,0,0
Kirk Livingstone,29052,ED,USF,12,0,0,327,69.9,4,17,217,99.1,10.6,23,1,5.8,2,229,227,23,0,73.0,1,7,61,98.5,13.1,8,9.8,2,67,66,10
Malik Dixon,29053,S,RUTGERS,10,0,0,278,59.0,0,0,2,1.4,0.0,0,0,0.0,0,143,2,0,0,,0,0,0,0.0,,0,,0,49,0,0
Richard Burney,29120,DI,VIRGINIA,14,1,0,335,68.1,5,9,214,100.0,7.9,17,0,4.2,2,224,224,16,0,76.3,1,7,55,100.0,20.0,11,9.1,1,58,58,9
Stone Wolfley,29316,ED,W VIRGINIA,2,0,0,343,63.7,0,1,5,100.0,20.0,1,0,10.0,0,5,5,1,0,63.9,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Adam Shuler,29321,DI,FLORIDA,13,1,1,163,58.9,0,11,243,99.6,4.1,10,1,3.5,3,254,253,14,0,64.5,0,7,68,98.6,10.3,7,9.6,3,73,72,10
Zach Sandwisch,29368,ED,W VIRGINIA,3,0,0,343,60.2,0,0,7,58.3,14.3,1,0,0.0,0,12,7,0,0,58.8,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Deonte Holden,29464,ED,NC STATE,11,0,0,248,55.4,1,11,130,99.3,6.9,9,0,5.4,1,135,134,13,0,55.4,0,1,27,96.6,7.4,2,1.9,0,29,28,1
D'Wayne Eskridge,29573,CB,W MICHIGAN,3,1,0,347,75.0,1,0,2,2.7,0.0,0,2,25.0,0,73,2,1,0,,0,0,0,0.0,,0,,0,15,0,0
Garrett Rand,29616,DI,WISCONSIN,13,0,0,349,55.6,1,4,276,100.0,2.9,8,0,1.3,1,293,293,6,0,58.8,0,3,100,100.0,5.0,5,2.5,1,106,106,4
Josiah Hall,29620,ED,WYOMING,11,0,0,351,55.7,3,6,191,98.0,3.7,7,0,4.5,4,201,197,13,0,53.9,1,2,73,94.9,5.5,4,3.4,1,79,75,4
Logan Wilson,29623,LB,WYOMING,13,2,0,351,85.6,5,11,50,10.2,26.0,13,2,18.0,1,528,54,17,0,84.6,3,6,30,14.0,33.3,10,15.0,0,215,30,9
Darius Slade,29757,ED,USF,12,0,0,327,63.3,3,9,214,100.0,7.9,17,1,3.7,2,220,220,14,0,60.7,1,3,51,100.0,9.8,5,3.9,0,54,54,4
LaMone Williams,29813,DI,OREGON ST,5,1,1,265,56.0,0,0,48,100.0,0.0,0,1,0.0,0,50,50,0,0,56.0,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Marshaun Cameron,30624,CB,COLO STATE,12,1,1,144,64.1,0,2,7,3.0,0.0,0,2,14.3,0,266,8,2,0,54.6,0,0,3,3.5,0.0,0,0.0,0,85,3,0
Joey Banks,31453,S,BUFFALO,13,0,0,126,73.6,0,0,3,1.3,0.0,0,1,33.3,1,376,5,1,0,,0,0,0,0.0,,0,,0,111,0,0
Dane Jackson,32989,CB,PITTSBURGH,13,0,1,268,57.3,0,1,10,2.1,0.0,0,8,15.0,1,525,11,2,0,65.3,0,1,4,2.2,0.0,0,37.5,1,181,4,2
Clayton Johnson,33000,CB,UTSA,12,0,0,331,78.6,0,1,6,3.0,16.7,1,2,8.3,0,198,6,1,0,59.7,0,0,1,1.2,0.0,0,0.0,0,83,1,0
Zamore Zigler,33012,CB,S JOSE ST,11,0,0,285,59.0,0,0,1,0.5,0.0,0,0,0.0,0,206,1,0,0,59.0,0,0,1,2.2,0.0,0,0.0,0,46,1,0
Roney Elam,33103,CB,TEXAS A&M,3,0,0,312,74.4,0,0,2,2.7,0.0,0,0,50.0,1,75,2,1,0,,0,0,0,0.0,,0,,0,24,0,0
Julius Lewis,33145,CB,TCU,6,0,0,305,60.0,0,0,1,0.6,0.0,0,2,0.0,0,154,1,0,0,,0,0,0,0.0,,0,,0,50,0,0
Desmond Anderson,33165,CB,MIDDLE TN,10,0,0,224,47.3,2,1,9,4.1,0.0,0,1,16.7,0,242,10,3,0,55.3,0,0,2,3.4,0.0,0,0.0,0,59,2,0
Michael Lewis,33204,S,UTEP,12,0,0,330,47.8,0,0,7,2.3,0.0,0,0,0.0,0,355,8,0,0,59.6,0,0,1,1.6,0.0,0,0.0,0,62,1,0
DeAnte Ford,33293,S,KANSAS,11,0,0,198,68.9,0,0,4,5.3,0.0,0,0,0.0,0,95,5,0,0,71.9,0,0,1,6.5,0.0,0,0.0,0,31,2,0
Jeremiah Dinson,33322,S,AUBURN,12,0,0,115,64.8,0,3,31,7.8,12.9,4,1,11.3,2,423,33,5,0,64.6,0,0,15,9.7,13.3,2,13.3,2,155,15,2
DJ Williams,33354,CB,UTAH ST,13,0,4,329,50.9,0,1,5,1.1,0.0,0,10,10.0,0,447,5,1,0,55.3,0,0,2,1.5,0.0,0,0.0,0,136,2,0
Kahlil Robinson,33387,S,TOLEDO,12,0,0,316,56.6,0,0,5,1.6,0.0,0,1,0.0,0,370,6,0,0,57.4,0,0,2,1.7,0.0,0,0.0,0,121,2,0
Chris Stamps,33448,CB,MIDDLE TN,7,0,0,224,49.2,0,1,3,1.9,0.0,0,1,16.7,0,157,3,1,0,57.2,0,0,1,2.3,0.0,0,0.0,0,44,1,0
Amari Henderson,33456,CB,WAKE,13,0,0,339,60.0,0,0,1,0.2,0.0,0,4,0.0,0,450,1,0,0,60.0,0,0,1,1.0,0.0,0,0.0,0,103,1,0
Devon Russell,33461,CB,BUFFALO,13,1,0,126,90.9,0,1,6,1.5,16.7,1,3,41.7,2,407,6,3,0,56.1,0,0,2,1.6,0.0,0,0.0,0,126,2,0
James Jackson,33524,LB,LA TECH,10,1,1,208,67.4,3,7,38,14.9,0.0,0,1,15.8,1,261,39,11,0,53.9,1,3,16,22.7,0.0,0,12.5,0,75,17,4
Deuce Wallace,33531,S,LA LAFAYET,14,0,0,207,63.9,0,0,6,4.0,0.0,0,0,0.0,0,174,7,0,0,56.4,0,0,3,6.4,0.0,0,0.0,0,47,3,0
Shawn Wilson,33547,S,OREGON ST,11,0,0,265,57.7,0,1,14,4.1,0.0,0,2,3.6,0,390,16,1,0,59.5,0,0,1,0.7,0.0,0,0.0,0,147,1,0
Cassius Grady,33577,CB,UTSA,11,0,1,331,67.1,1,1,7,2.5,14.3,1,5,28.6,1,283,7,3,0,79.9,0,0,1,1.0,100.0,1,100.0,1,98,1,1
Ta'Corian Darden,33612,CB,W KENTUCKY,13,0,0,346,74.3,2,1,14,3.9,21.4,3,3,10.7,0,355,14,3,0,62.6,0,1,6,4.1,16.7,1,8.3,0,148,6,1
Ernest Gunn,33665,CB,SO MISS,13,0,0,296,65.2,0,1,11,3.9,9.1,1,2,4.5,0,280,11,1,0,74.8,0,1,5,5.0,20.0,1,10.0,0,101,5,1
Eric Lee Jr.,33681,S,NEBRASKA,11,0,0,238,69.1,0,0,1,2.1,100.0,1,1,0.0,0,145,3,0,0,,0,0,0,0.0,,0,,0,66,0,0
Shea Campbell,33714,LB,W VIRGINIA,10,0,0,343,55.2,1,2,31,25.2,3.2,1,0,11.3,2,135,34,5,0,50.4,0,0,13,33.3,0.0,0,0.0,0,45,15,0
Brock Nichols,33753,S,USF,2,0,0,327,58.6,0,1,1,12.5,0.0,0,0,50.0,0,8,1,1,0,,0,0,0,0.0,,0,,0,2,0,0
Mehdi El Attrach,33828,S,BOSTON COL,10,0,0,121,52.6,0,2,6,1.9,0.0,0,0,16.7,0,308,6,2,0,55.6,0,1,3,2.6,0.0,0,16.7,0,114,3,1
Meiko Dotson,33902,CB,FAU,13,0,1,165,54.4,0,0,6,1.8,0.0,0,4,0.0,0,342,6,0,0,56.5,0,0,2,1.6,0.0,0,0.0,0,129,2,0
Khafari Buffalo,33907,S,BOISE ST,10,0,1,120,53.2,0,1,10,10.3,0.0,0,1,5.0,0,97,10,1,0,53.1,0,1,7,15.6,0.0,0,7.1,0,45,7,1
Lane Ecton,33921,S,GA SOUTHRN,13,0,0,174,70.9,3,3,41,27.8,19.5,8,1,12.2,2,158,44,8,0,70.3,3,1,15,34.8,33.3,5,20.0,1,46,16,5
Chandler Hawkins,33949,S,S JOSE ST,1,0,0,285,60.0,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Omar Hicks,33988,S,OREGON ST,6,0,0,265,57.9,0,0,2,1.4,0.0,0,2,0.0,0,142,2,0,0,,0,0,0,0.0,,0,,0,51,0,0
Darreon Jackson,34032,S,ARK STATE,12,0,1,113,60.2,3,7,35,8.2,8.6,3,6,17.1,1,464,38,11,0,54.3,0,3,10,15.0,20.0,2,15.0,0,80,12,3
Da'Quaun Jamison,34082,CB,C MICHIGAN,13,0,1,134,63.4,0,6,30,6.5,16.7,5,2,13.3,1,465,30,7,0,61.4,0,3,15,8.1,13.3,2,16.7,1,185,15,4
Khalil Brooks,34161,LB,MIDDLE TN,12,0,0,224,68.2,14,7,181,42.9,9.9,18,0,7.5,3,434,186,24,0,63.9,2,3,57,52.2,14.0,8,7.9,2,113,59,7
Andre Brown Jr.,34189,CB,INDIANA,13,0,0,190,46.6,0,0,11,4.8,0.0,0,0,0.0,0,250,12,0,0,50.4,0,0,7,6.2,0.0,0,0.0,0,113,7,0
Jovante Moffatt,34207,S,MIDDLE TN,12,0,0,224,67.2,0,2,7,1.6,28.6,2,0,14.3,0,438,7,2,0,59.2,0,0,1,0.9,0.0,0,0.0,0,113,1,0
Maliek Broady,34220,LB,NEVADA,12,0,0,239,70.0,0,0,24,30.5,0.0,0,0,8.3,2,82,25,2,0,72.7,0,0,7,50.0,0.0,0,14.3,1,14,7,1
